id,text,isCorrect,questionId
146,bar,False,37
147,always,False,37
148,stand,False,37
149,check,True,38
150,professor,False,38
151,level,False,38
152,discover,False,38
153,anyone,True,39
154,quickly,False,39
155,give,False,39
156,none,False,39
157,local,True,40
158,two,False,40
159,listen,False,40
160,claim,False,40
161,service,True,41
162,season,False,41
163,course,False,41
164,charge,False,41
165,wrong,True,42
166,recognize,False,42
167,if,False,42
168,such,False,42
169,million,True,43
170,building,False,43
171,ok,False,43
172,reflect,False,43
173,executive,True,44
174,guy,False,44
175,which,False,44
176,fish,False,44
177,well,True,45
178,remember,False,45
179,national,False,45
180,bring,False,45
181,herself,True,46
182,near,False,46
183,moment,False,46
184,type,False,46
185,left,True,47
186,political,False,47
187,today,False,47
188,far,False,47
189,effect,True,48
190,great,False,48
191,up,False,48
192,kid,False,48
193,book,True,49
194,still,False,49
195,lawyer,False,49
196,role,False,49
197,arm,True,50
198,bar,False,50
199,cold,False,50
200,although,False,50
201,several,True,51
202,measure,False,51
203,cover,False,51
204,edge,False,51
205,century,True,52
206,parent,False,52
207,stage,False,52
208,TV,False,52
209,last,True,53
210,recognize,False,53
211,wife,False,53
212,push,False,53
213,represent,True,54
214,a,False,54
215,affect,False,54
216,significant,False,54
217,property,True,55
218,street,False,55
219,ever,False,55
220,arrive,False,55
221,spend,True,56
222,begin,False,56
223,these,False,56
224,street,False,56
225,responsibility,True,57
226,live,False,57
227,yourself,False,57
228,professional,False,57
229,page,True,58
230,idea,False,58
231,enjoy,False,58
232,share,False,58
233,yes,True,59
234,still,False,59
235,well,False,59
236,cause,False,59
237,fire,True,60
238,model,False,60
239,west,False,60
240,choose,False,60
241,wait,True,61
242,citizen,False,61
243,class,False,61
244,both,False,61
245,war,True,62
246,painting,False,62
247,hospital,False,62
248,day,False,62
249,provide,True,63
250,study,False,63
251,money,False,63
252,society,False,63
253,very,True,64
254,behavior,False,64
255,group,False,64
256,son,False,64
257,look,True,65
258,detail,False,65
259,fast,False,65
260,cold,False,65
261,technology,True,66
262,ball,False,66
263,just,False,66
264,voice,False,66
265,woman,True,67
266,vote,False,67
267,hot,False,67
268,whole,False,67
269,not,True,68
270,break,False,68
271,call,False,68
272,above,False,68
273,picture,True,69
274,hundred,False,69
275,economy,False,69
276,difficult,False,69
277,often,True,70
278,sometimes,False,70
279,rate,False,70
280,food,False,70
281,return,True,71
282,radio,False,71
283,think,False,71
284,view,False,71
285,different,True,72
286,think,False,72
287,none,False,72
288,quickly,False,72
289,property,True,73
290,job,False,73
291,spring,False,73
292,foot,False,73
293,start,True,74
294,thing,False,74
295,want,False,74
296,interest,False,74
297,while,True,75
298,environmental,False,75
299,human,False,75
300,effect,False,75
301,religious,True,76
302,southern,False,76
303,pick,False,76
304,small,False,76
305,name,True,77
306,establish,False,77
307,main,False,77
308,bring,False,77
309,hold,True,78
310,trouble,False,78
311,be,False,78
312,manager,False,78
313,fire,True,79
314,Republican,False,79
315,training,False,79
316,baby,False,79
317,hard,True,80
318,dinner,False,80
319,population,False,80
320,report,False,80
321,relate,True,81
322,one,False,81
323,friend,False,81
324,bed,False,81
325,even,True,82
326,explain,False,82
327,begin,False,82
328,detail,False,82
329,anything,True,83
330,discover,False,83
331,break,False,83
332,activity,False,83
333,outside,True,84
334,speech,False,84
335,wife,False,84
336,reduce,False,84
337,style,True,85
338,so,False,85
339,other,False,85
340,want,False,85
341,face,True,86
342,whose,False,86
343,church,False,86
344,firm,False,86
345,spring,True,87
346,Democrat,False,87
347,describe,False,87
348,determine,False,87
349,indeed,True,88
350,with,False,88
351,only,False,88
352,agent,False,88
353,once,True,89
354,table,False,89
355,throw,False,89
356,attorney,False,89
357,analysis,True,90
358,difference,False,90
359,consumer,False,90
360,officer,False,90
361,myself,True,91
362,next,False,91
363,green,False,91
364,great,False,91
365,step,True,92
366,health,False,92
367,let,False,92
368,road,False,92
369,west,True,93
370,say,False,93
371,plant,False,93
372,commercial,False,93
373,time,True,94
374,blue,False,94
375,politics,False,94
376,support,False,94
377,computer,True,95
378,perhaps,False,95
379,college,False,95
380,decision,False,95
381,across,True,96
382,teacher,False,96
383,human,False,96
384,lose,False,96
385,marriage,True,97
386,itself,False,97
387,apply,False,97
388,various,False,97
389,control,True,98
390,population,False,98
391,me,False,98
392,blue,False,98
393,hope,True,99
394,bit,False,99
395,cup,False,99
396,thing,False,99
397,whole,True,100
398,write,False,100
399,direction,False,100
400,detail,False,100
401,many,True,101
402,old,False,101
403,prevent,False,101
404,chance,False,101
405,open,True,102
406,shake,False,102
407,back,False,102
408,smile,False,102
409,design,True,103
410,analysis,False,103
411,car,False,103
412,plant,False,103
413,remain,True,104
414,teach,False,104
415,enjoy,False,104
416,increase,False,104
417,into,True,105
418,Congress,False,105
419,commercial,False,105
420,chair,False,105
421,west,True,106
422,significant,False,106
423,state,False,106
424,section,False,106
425,or,True,107
426,item,False,107
427,into,False,107
428,sometimes,False,107
429,could,True,108
430,sound,False,108
431,before,False,108
432,team,False,108
433,argue,True,109
434,me,False,109
435,event,False,109
436,hand,False,109
437,movement,True,110
438,prepare,False,110
439,but,False,110
440,effort,False,110
441,foreign,True,111
442,understand,False,111
443,culture,False,111
444,worker,False,111
445,accept,True,112
446,deal,False,112
447,green,False,112
448,magazine,False,112
449,seat,True,113
450,generation,False,113
451,soldier,False,113
452,night,False,113
453,upon,True,114
454,him,False,114
455,night,False,114
456,pass,False,114
457,hard,True,115
458,today,False,115
459,little,False,115
460,history,False,115
461,here,True,116
462,career,False,116
463,its,False,116
464,position,False,116
465,fish,True,117
466,threat,False,117
467,court,False,117
468,enough,False,117
469,main,True,118
470,positive,False,118
471,career,False,118
472,mention,False,118
473,administration,True,119
474,both,False,119
475,dream,False,119
476,church,False,119
477,cover,True,120
478,coach,False,120
479,past,False,120
480,rule,False,120
481,alone,True,121
482,machine,False,121
483,fear,False,121
484,drop,False,121
485,by,True,122
486,guess,False,122
487,member,False,122
488,board,False,122
489,area,True,123
490,spend,False,123
491,society,False,123
492,accept,False,123
493,order,True,124
494,road,False,124
495,Mrs,False,124
496,it,False,124
497,natural,True,125
498,available,False,125
499,second,False,125
500,himself,False,125
501,cut,True,126
502,tough,False,126
503,first,False,126
504,meeting,False,126
505,himself,True,127
506,artist,False,127
507,drive,False,127
508,behind,False,127
509,size,True,128
510,follow,False,128
511,sound,False,128
512,term,False,128
513,break,True,129
514,eye,False,129
515,better,False,129
516,name,False,129
517,follow,True,130
518,unit,False,130
519,skin,False,130
520,respond,False,130
521,apply,True,131
522,nation,False,131
523,where,False,131
524,never,False,131
525,treat,True,132
526,security,False,132
527,us,False,132
528,stuff,False,132
529,but,True,133
530,exactly,False,133
531,top,False,133
532,into,False,133
533,glass,True,134
534,town,False,134
535,television,False,134
536,about,False,134
537,painting,True,135
538,daughter,False,135
539,live,False,135
540,kid,False,135
541,six,True,136
542,resource,False,136
543,use,False,136
544,church,False,136
545,wide,True,137
546,less,False,137
547,provide,False,137
548,key,False,137
549,purpose,True,138
550,power,False,138
551,these,False,138
552,manager,False,138
553,camera,True,139
554,wait,False,139
555,suggest,False,139
556,bag,False,139
557,determine,True,140
558,cultural,False,140
559,population,False,140
560,project,False,140
561,dinner,True,141
562,television,False,141
563,that,False,141
564,per,False,141
565,hotel,True,142
566,vote,False,142
567,imagine,False,142
568,size,False,142
569,article,True,143
570,why,False,143
571,group,False,143
572,right,False,143
573,police,True,144
574,movement,False,144
575,investment,False,144
576,you,False,144
577,available,True,145
578,dinner,False,145
579,herself,False,145
580,lay,False,145
581,also,True,146
582,focus,False,146
583,even,False,146
584,stock,False,146
585,management,True,147
586,until,False,147
587,eat,False,147
588,great,False,147
589,reveal,True,148
590,movement,False,148
591,performance,False,148
592,maintain,False,148
593,opportunity,True,149
594,tend,False,149
595,feeling,False,149
596,weight,False,149
597,some,True,150
598,particular,False,150
599,stage,False,150
600,heart,False,150
601,any,True,151
602,thousand,False,151
603,later,False,151
604,behind,False,151
605,among,True,152
606,attack,False,152
607,many,False,152
608,build,False,152
609,worker,True,153
610,important,False,153
611,former,False,153
612,sometimes,False,153
613,three,True,154
614,provide,False,154
615,standard,False,154
616,popular,False,154
617,garden,True,155
618,interesting,False,155
619,beautiful,False,155
620,right,False,155
621,foreign,True,156
622,customer,False,156
623,apply,False,156
624,civil,False,156
625,increase,True,157
626,during,False,157
627,always,False,157
628,shoulder,False,157
629,ahead,True,158
630,whose,False,158
631,particular,False,158
632,cut,False,158
633,program,True,159
634,public,False,159
635,benefit,False,159
636,for,False,159
637,common,True,160
638,decade,False,160
639,idea,False,160
640,their,False,160
641,little,True,161
642,experience,False,161
643,chance,False,161
644,next,False,161
645,recognize,True,162
646,husband,False,162
647,anyone,False,162
648,opportunity,False,162
649,smile,True,163
650,attorney,False,163
651,hour,False,163
652,TV,False,163
653,election,True,164
654,anything,False,164
655,I,False,164
656,tonight,False,164
657,brother,True,165
658,his,False,165
659,wife,False,165
660,blood,False,165
661,although,True,166
662,others,False,166
663,manage,False,166
664,month,False,166
665,issue,True,167
666,allow,False,167
667,recently,False,167
668,natural,False,167
669,system,True,168
670,much,False,168
671,ahead,False,168
672,person,False,168
673,thought,True,169
674,tax,False,169
675,become,False,169
676,level,False,169
677,TV,True,170
678,itself,False,170
679,key,False,170
680,health,False,170
681,increase,True,171
682,occur,False,171
683,person,False,171
684,newspaper,False,171
685,in,True,172
686,season,False,172
687,yet,False,172
688,Mrs,False,172
689,situation,True,173
690,own,False,173
691,likely,False,173
692,position,False,173
693,improve,True,174
694,side,False,174
695,clear,False,174
696,new,False,174
697,president,True,175
698,significant,False,175
699,draw,False,175
700,debate,False,175
701,them,True,176
702,drive,False,176
703,myself,False,176
704,move,False,176
705,crime,True,177
706,campaign,False,177
707,development,False,177
708,animal,False,177
709,across,True,178
710,property,False,178
711,dog,False,178
712,more,False,178
713,hour,True,179
714,strategy,False,179
715,several,False,179
716,out,False,179
717,vote,True,180
718,send,False,180
719,western,False,180
720,stage,False,180
721,everyone,True,181
722,everybody,False,181
723,customer,False,181
724,project,False,181
725,explain,True,182
726,behavior,False,182
727,generation,False,182
728,president,False,182
729,PM,True,183
730,now,False,183
731,rule,False,183
732,course,False,183
733,somebody,True,184
734,power,False,184
735,sister,False,184
736,agreement,False,184
737,audience,True,185
738,operation,False,185
739,state,False,185
740,full,False,185
741,coach,True,186
742,believe,False,186
743,develop,False,186
744,huge,False,186
745,design,True,187
746,room,False,187
747,role,False,187
748,a,False,187
749,speak,True,188
750,seek,False,188
751,tree,False,188
752,some,False,188
753,possible,True,189
754,expect,False,189
755,capital,False,189
756,fight,False,189
757,of,True,190
758,we,False,190
759,store,False,190
760,arrive,False,190
761,especially,True,191
762,protect,False,191
763,get,False,191
764,item,False,191
765,according,True,192
766,song,False,192
767,page,False,192
768,clear,False,192
769,involve,True,193
770,sing,False,193
771,serve,False,193
772,enough,False,193
773,pass,True,194
774,inside,False,194
775,term,False,194
776,view,False,194
777,a,True,195
778,get,False,195
779,manager,False,195
780,remain,False,195
781,whose,True,196
782,school,False,196
783,understand,False,196
784,six,False,196
785,job,True,197
786,any,False,197
787,yard,False,197
788,final,False,197
789,certain,True,198
790,sister,False,198
791,ahead,False,198
792,carry,False,198
793,source,True,199
794,moment,False,199
795,agree,False,199
796,dark,False,199
797,south,True,200
798,market,False,200
799,expert,False,200
800,leave,False,200
801,away,True,201
802,television,False,201
803,human,False,201
804,leader,False,201
805,word,True,202
806,responsibility,False,202
807,scene,False,202
808,edge,False,202
809,space,True,203
810,picture,False,203
811,finally,False,203
812,record,False,203
813,fast,True,204
814,idea,False,204
815,purpose,False,204
816,affect,False,204
817,left,True,205
818,likely,False,205
819,together,False,205
820,pattern,False,205
821,professor,True,206
822,attack,False,206
823,term,False,206
824,goal,False,206
825,one,True,207
826,room,False,207
827,grow,False,207
828,wonder,False,207
829,effort,True,208
830,grow,False,208
831,step,False,208
832,resource,False,208
833,leader,True,209
834,past,False,209
835,bad,False,209
836,chair,False,209
837,move,True,210
838,court,False,210
839,especially,False,210
840,prepare,False,210
841,imagine,True,211
842,difficult,False,211
843,soldier,False,211
844,teach,False,211
845,religious,True,212
846,hair,False,212
847,without,False,212
848,image,False,212
849,rise,True,213
850,tough,False,213
851,next,False,213
852,now,False,213
853,candidate,True,214
854,whose,False,214
855,relationship,False,214
856,fund,False,214
857,ago,True,215
858,decision,False,215
859,across,False,215
860,thousand,False,215
861,practice,True,216
862,true,False,216
863,help,False,216
864,company,False,216
865,must,True,217
866,benefit,False,217
867,suggest,False,217
868,environmental,False,217
869,girl,True,218
870,cover,False,218
871,miss,False,218
872,outside,False,218
873,general,True,219
874,despite,False,219
875,side,False,219
876,week,False,219
877,life,True,220
878,kitchen,False,220
879,open,False,220
880,worker,False,220
881,personal,True,221
882,I,False,221
883,training,False,221
884,economy,False,221
885,police,True,222
886,people,False,222
887,threat,False,222
888,great,False,222
889,result,True,223
890,realize,False,223
891,southern,False,223
892,central,False,223
893,available,True,224
894,throughout,False,224
895,other,False,224
896,should,False,224
897,speak,True,225
898,expect,False,225
899,be,False,225
900,major,False,225
901,bag,True,226
902,now,False,226
903,property,False,226
904,economy,False,226
905,imagine,True,227
906,yourself,False,227
907,evidence,False,227
908,sister,False,227
909,current,True,228
910,ask,False,228
911,shake,False,228
912,particular,False,228
913,offer,True,229
914,really,False,229
915,magazine,False,229
916,image,False,229
917,popular,True,230
918,same,False,230
919,strategy,False,230
920,federal,False,230
921,movement,True,231
922,health,False,231
923,international,False,231
924,figure,False,231
925,modern,True,232
926,bit,False,232
927,fund,False,232
928,set,False,232
929,off,True,233
930,over,False,233
931,despite,False,233
932,foreign,False,233
933,sell,True,234
934,evidence,False,234
935,language,False,234
936,eight,False,234
937,service,True,235
938,police,False,235
939,language,False,235
940,process,False,235
941,policy,True,236
942,nearly,False,236
943,attorney,False,236
944,better,False,236
945,answer,True,237
946,Democrat,False,237
947,law,False,237
948,hope,False,237
949,operation,True,238
950,research,False,238
951,five,False,238
952,traditional,False,238
953,big,True,239
954,fund,False,239
955,information,False,239
956,their,False,239
957,series,True,240
958,American,False,240
959,book,False,240
960,table,False,240
961,important,True,241
962,economy,False,241
963,sport,False,241
964,answer,False,241
965,full,True,242
966,item,False,242
967,media,False,242
968,collection,False,242
969,according,True,243
970,eye,False,243
971,here,False,243
972,maybe,False,243
973,none,True,244
974,six,False,244
975,shake,False,244
976,floor,False,244
977,trade,True,245
978,also,False,245
979,seven,False,245
980,case,False,245
981,work,True,246
982,our,False,246
983,standard,False,246
984,thought,False,246
985,quickly,True,247
986,forward,False,247
987,growth,False,247
988,since,False,247
989,subject,True,248
990,miss,False,248
991,civil,False,248
992,account,False,248
993,identify,True,249
994,decide,False,249
995,house,False,249
996,time,False,249
997,society,True,250
998,key,False,250
999,under,False,250
1000,good,False,250
1001,evidence,True,251
1002,catch,False,251
1003,leave,False,251
1004,you,False,251
1005,race,True,252
1006,born,False,252
1007,weight,False,252
1008,game,False,252
1009,order,True,253
1010,edge,False,253
1011,assume,False,253
1012,west,False,253
1013,admit,True,254
1014,condition,False,254
1015,decide,False,254
1016,not,False,254
1017,understand,True,255
1018,civil,False,255
1019,me,False,255
1020,field,False,255
1021,lot,True,256
1022,act,False,256
1023,civil,False,256
1024,hand,False,256
1025,reach,True,257
1026,could,False,257
1027,difficult,False,257
1028,realize,False,257
1029,cost,True,258
1030,next,False,258
1031,lawyer,False,258
1032,television,False,258
1033,meet,True,259
1034,mission,False,259
1035,catch,False,259
1036,wait,False,259
1037,member,True,260
1038,form,False,260
1039,provide,False,260
1040,social,False,260
1041,data,True,261
1042,begin,False,261
1043,in,False,261
1044,view,False,261
1045,that,True,262
1046,base,False,262
1047,administration,False,262
1048,factor,False,262
1049,surface,True,263
1050,present,False,263
1051,personal,False,263
1052,suggest,False,263
1053,seat,True,264
1054,heart,False,264
1055,Mrs,False,264
1056,former,False,264
1057,certainly,True,265
1058,for,False,265
1059,authority,False,265
1060,answer,False,265
1061,policy,True,266
1062,development,False,266
1063,note,False,266
1064,growth,False,266
1065,national,True,267
1066,memory,False,267
1067,imagine,False,267
1068,reach,False,267
1069,piece,True,268
1070,look,False,268
1071,me,False,268
1072,wind,False,268
1073,message,True,269
1074,front,False,269
1075,behind,False,269
1076,else,False,269
1077,worry,True,270
1078,feel,False,270
1079,wear,False,270
1080,policy,False,270
1081,should,True,271
1082,attorney,False,271
1083,lead,False,271
1084,drop,False,271
1085,easy,True,272
1086,not,False,272
1087,investment,False,272
1088,court,False,272
1089,individual,True,273
1090,country,False,273
1091,between,False,273
1092,improve,False,273
1093,performance,True,274
1094,dog,False,274
1095,wind,False,274
1096,toward,False,274
1097,major,True,275
1098,turn,False,275
1099,member,False,275
1100,it,False,275
1101,history,True,276
1102,voice,False,276
1103,all,False,276
1104,listen,False,276
1105,customer,True,277
1106,edge,False,277
1107,physical,False,277
1108,challenge,False,277
1109,doctor,True,278
1110,modern,False,278
1111,clearly,False,278
1112,add,False,278
1113,test,True,279
1114,perform,False,279
1115,responsibility,False,279
1116,just,False,279
1117,perhaps,True,280
1118,account,False,280
1119,herself,False,280
1120,ready,False,280
1121,local,True,281
1122,upon,False,281
1123,explain,False,281
1124,state,False,281
1125,city,True,282
1126,walk,False,282
1127,matter,False,282
1128,throw,False,282
1129,practice,True,283
1130,nor,False,283
1131,appear,False,283
1132,morning,False,283
1133,chance,True,284
1134,education,False,284
1135,response,False,284
1136,such,False,284
1137,style,True,285
1138,short,False,285
1139,open,False,285
1140,consumer,False,285
1141,specific,True,286
1142,thousand,False,286
1143,Mrs,False,286
1144,learn,False,286
1145,too,True,287
1146,defense,False,287
1147,safe,False,287
1148,significant,False,287
1149,discussion,True,288
1150,attorney,False,288
1151,pretty,False,288
1152,economy,False,288
1153,now,True,289
1154,international,False,289
1155,field,False,289
1156,same,False,289
1157,check,True,290
1158,key,False,290
1159,store,False,290
1160,less,False,290
1161,theory,True,291
1162,pick,False,291
1163,billion,False,291
1164,explain,False,291
1165,time,True,292
1166,involve,False,292
1167,resource,False,292
1168,sing,False,292
1169,base,True,293
1170,start,False,293
1171,strong,False,293
1172,effect,False,293
1173,bag,True,294
1174,hair,False,294
1175,industry,False,294
1176,environment,False,294
1177,card,True,295
1178,story,False,295
1179,much,False,295
1180,my,False,295
1181,clearly,True,296
1182,various,False,296
1183,notice,False,296
1184,here,False,296
1185,strong,True,297
1186,employee,False,297
1187,way,False,297
1188,record,False,297
1189,yeah,True,298
1190,subject,False,298
1191,catch,False,298
1192,sometimes,False,298
1193,of,True,299
1194,push,False,299
1195,pretty,False,299
1196,court,False,299
1197,series,True,300
1198,his,False,300
1199,detail,False,300
1200,teach,False,300
1201,much,True,301
1202,by,False,301
1203,success,False,301
1204,fear,False,301
1205,skill,True,302
1206,left,False,302
1207,capital,False,302
1208,trouble,False,302
1209,institution,True,303
1210,support,False,303
1211,around,False,303
1212,but,False,303
1213,build,True,304
1214,set,False,304
1215,difficult,False,304
1216,role,False,304
1217,then,True,305
1218,direction,False,305
1219,relate,False,305
1220,traditional,False,305
1221,you,True,306
1222,cover,False,306
1223,industry,False,306
1224,rich,False,306
1225,off,True,307
1226,scientist,False,307
1227,southern,False,307
1228,behavior,False,307
1229,first,True,308
1230,question,False,308
1231,feeling,False,308
1232,same,False,308
1233,provide,True,309
1234,enjoy,False,309
1235,room,False,309
1236,place,False,309
1237,hospital,True,310
1238,education,False,310
1239,after,False,310
1240,attack,False,310
1241,teach,True,311
1242,evening,False,311
1243,couple,False,311
1244,travel,False,311
1245,summer,True,312
1246,thank,False,312
1247,operation,False,312
1248,age,False,312
1249,meet,True,313
1250,movement,False,313
1251,wide,False,313
1252,different,False,313
1253,prove,True,314
1254,parent,False,314
1255,across,False,314
1256,also,False,314
1257,east,True,315
1258,ten,False,315
1259,growth,False,315
1260,change,False,315
1261,majority,True,316
1262,brother,False,316
1263,smile,False,316
1264,specific,False,316
1265,couple,True,317
1266,site,False,317
1267,too,False,317
1268,want,False,317
1269,goal,True,318
1270,end,False,318
1271,follow,False,318
1272,opportunity,False,318
1273,culture,True,319
1274,nation,False,319
1275,pattern,False,319
1276,little,False,319
1277,west,True,320
1278,should,False,320
1279,main,False,320
1280,interest,False,320
1281,strategy,True,321
1282,professor,False,321
1283,carry,False,321
1284,along,False,321
1285,yet,True,322
1286,fire,False,322
1287,dark,False,322
1288,case,False,322
1289,defense,True,323
1290,green,False,323
1291,might,False,323
1292,clearly,False,323
1293,collection,True,324
1294,officer,False,324
1295,over,False,324
1296,itself,False,324
1297,world,True,325
1298,involve,False,325
1299,interview,False,325
1300,on,False,325
1301,agency,True,326
1302,thank,False,326
1303,detail,False,326
1304,control,False,326
1305,pressure,True,327
1306,town,False,327
1307,part,False,327
1308,plant,False,327
1309,record,True,328
1310,recognize,False,328
1311,imagine,False,328
1312,beautiful,False,328
1313,however,True,329
1314,after,False,329
1315,policy,False,329
1316,least,False,329
1317,response,True,330
1318,live,False,330
1319,do,False,330
1320,building,False,330
1321,remain,True,331
1322,million,False,331
1323,business,False,331
1324,century,False,331
1325,state,True,332
1326,deal,False,332
1327,tonight,False,332
1328,develop,False,332
1329,many,True,333
1330,civil,False,333
1331,Congress,False,333
1332,building,False,333
1333,degree,True,334
1334,worker,False,334
1335,establish,False,334
1336,rich,False,334
1337,form,True,335
1338,minute,False,335
1339,I,False,335
1340,policy,False,335
1341,ask,True,336
1342,room,False,336
1343,usually,False,336
1344,operation,False,336
1345,left,True,337
1346,fish,False,337
1347,eight,False,337
1348,total,False,337
1349,relationship,True,338
1350,contain,False,338
1351,add,False,338
1352,Mr,False,338
1353,student,True,339
1354,nothing,False,339
1355,reach,False,339
1356,week,False,339
1357,believe,True,340
1358,at,False,340
1359,catch,False,340
1360,wall,False,340
1361,quality,True,341
1362,conference,False,341
1363,stuff,False,341
1364,pull,False,341
1365,voice,True,342
1366,city,False,342
1367,western,False,342
1368,common,False,342
1369,car,True,343
1370,stand,False,343
1371,defense,False,343
1372,political,False,343
1373,arm,True,344
1374,sit,False,344
1375,window,False,344
1376,protect,False,344
1377,edge,True,345
1378,will,False,345
1379,him,False,345
1380,yes,False,345
1381,raise,True,346
1382,off,False,346
1383,threat,False,346
1384,Mrs,False,346
1385,piece,True,347
1386,design,False,347
1387,employee,False,347
1388,ahead,False,347
1389,start,True,348
1390,research,False,348
1391,bag,False,348
1392,challenge,False,348
1393,full,True,349
1394,account,False,349
1395,source,False,349
1396,why,False,349
1397,ever,True,350
1398,prepare,False,350
1399,sense,False,350
1400,across,False,350
1401,friend,True,351
1402,tough,False,351
1403,itself,False,351
1404,system,False,351
1405,tend,True,352
1406,similar,False,352
1407,camera,False,352
1408,film,False,352
1409,movie,True,353
1410,society,False,353
1411,against,False,353
1412,better,False,353
1413,effort,True,354
1414,suddenly,False,354
1415,leader,False,354
1416,relate,False,354
1417,eat,True,355
1418,soon,False,355
1419,husband,False,355
1420,alone,False,355
1421,stand,True,356
1422,small,False,356
1423,movie,False,356
1424,alone,False,356
1425,chair,True,357
1426,away,False,357
1427,thank,False,357
1428,subject,False,357
1429,beat,True,358
1430,officer,False,358
1431,beyond,False,358
1432,attack,False,358
1433,soon,True,359
1434,war,False,359
1435,capital,False,359
1436,may,False,359
1437,behind,True,360
1438,fear,False,360
1439,color,False,360
1440,increase,False,360
1441,Congress,True,361
1442,officer,False,361
1443,community,False,361
1444,pass,False,361
1445,possible,True,362
1446,door,False,362
1447,beyond,False,362
1448,wind,False,362
1449,box,True,363
1450,even,False,363
1451,difference,False,363
1452,American,False,363
1453,appear,True,364
1454,top,False,364
1455,official,False,364
1456,enough,False,364
1457,different,True,365
1458,range,False,365
1459,continue,False,365
1460,take,False,365
1461,campaign,True,366
1462,stand,False,366
1463,protect,False,366
1464,fact,False,366
1465,everybody,True,367
1466,against,False,367
1467,statement,False,367
1468,us,False,367
1469,particular,True,368
1470,herself,False,368
1471,magazine,False,368
1472,computer,False,368
1473,manager,True,369
1474,price,False,369
1475,between,False,369
1476,the,False,369
1477,television,True,370
1478,media,False,370
1479,toward,False,370
1480,cause,False,370
1481,share,True,371
1482,deal,False,371
1483,next,False,371
1484,pick,False,371
1485,sister,True,372
1486,good,False,372
1487,loss,False,372
1488,military,False,372
1489,compare,True,373
1490,here,False,373
1491,meeting,False,373
1492,notice,False,373
1493,tell,True,374
1494,involve,False,374
1495,add,False,374
1496,likely,False,374
1497,message,True,375
1498,price,False,375
1499,each,False,375
1500,control,False,375
1501,long,True,376
1502,most,False,376
1503,my,False,376
1504,professional,False,376
1505,federal,True,377
1506,opportunity,False,377
1507,ten,False,377
1508,election,False,377
1509,modern,True,378
1510,media,False,378
1511,enjoy,False,378
1512,candidate,False,378
1513,former,True,379
1514,relationship,False,379
1515,image,False,379
1516,billion,False,379
1517,art,True,380
1518,employee,False,380
1519,language,False,380
1520,fine,False,380
1521,item,True,381
1522,individual,False,381
1523,evidence,False,381
1524,help,False,381
1525,wait,True,382
1526,PM,False,382
1527,wide,False,382
1528,everyone,False,382
1529,ground,True,383
1530,rate,False,383
1531,boy,False,383
1532,toward,False,383
1533,box,True,384
1534,worry,False,384
1535,for,False,384
1536,age,False,384
1537,drive,True,385
1538,figure,False,385
1539,nice,False,385
